id,text,latency_s,audio_duration_s,rtf,prompt_tokens,completion_tokens,output_token_rate,audio_ttfp_s,audio_chunk_count,first_audio_payload_bytes,is_success,error
common_voice_en_22391641-common_voice_en_22391761,He has the ability to change his head by up to eight differe,10.1482,4.8000,2.1141,,,,5.2051,3,40320,True,
common_voice_en_22461617-common_voice_en_22461634,"On the advice of their attorneys, the family declined.",10.4224,3.6800,2.8321,,,,4.9161,3,40320,True,
common_voice_en_22461617-common_voice_en_22461638,"Secondly, there is a difference between a major tone and a m",10.2136,4.8000,2.1278,,,,4.3195,3,40320,True,
common_voice_en_22525318-common_voice_en_22525329,He became a nationally known illustrator before he became an,10.1473,5.3600,1.8931,,,,3.8028,3,40320,True,
common_voice_en_22575787-common_voice_en_22575789,Very few agents represent short stories or poetry.,10.2011,3.8000,2.6844,,,,3.4482,3,40320,True,
common_voice_en_22575787-common_voice_en_22575799,The bridge is located southeast of the town of Molde.,9.8619,3.9200,2.5157,,,,2.5524,3,40320,True,
common_voice_en_22709462-common_voice_en_22709463,"Over time the couple has four more children, although Willia",9.5070,6.2000,1.5333,,,,1.7561,3,40320,True,
common_voice_en_22713724-common_voice_en_22713725,"Since work done is force times distance, mechanical power is",9.4874,5.1200,1.8529,,,,1.3520,3,40320,True,
common_voice_en_22722937-common_voice_en_22722935,"Its European headquarters is in Waterloo, Belgium.",7.8834,3.2400,2.4331,,,,1.3218,3,40320,True,
common_voice_en_22722937-common_voice_en_22722936,"This technique can be heard in his ""Music for Strings, Percu",8.1042,5.6000,1.4471,,,,1.0146,3,40320,True,
common_voice_en_22728555-common_voice_en_22728554,He wouldn't aid them in the insurance process.,7.9477,4.0000,1.9868,,,,0.7742,3,40320,True,
common_voice_en_22728555-common_voice_en_22728571,In the grammars of many languages the two terms are used int,11.1375,5.0400,2.2097,,,,8.6866,3,40320,True,
common_voice_en_22763534-common_voice_en_22763535,Most of the district residents are both poor and rural.,11.1358,4.2800,2.6017,,,,8.1658,3,40320,True,
common_voice_en_22763534-common_voice_en_22763537,"The original station was then closed, demolished and its sit",11.2007,6.1200,1.8301,,,,7.8103,3,40320,True,
common_voice_en_22768238-common_voice_en_22768240,Competence focuses on his or her expertise or knowledge in a,11.0608,6.2400,1.7725,,,,7.2171,3,40320,True,
common_voice_en_22768238-common_voice_en_22768242,He later transferred to the United States Army Air Corps.,11.2250,4.5200,2.4833,,,,6.9093,3,40320,True,
common_voice_en_22771349-common_voice_en_22771350,They can also hike to the panorama restaurant at the top of ,11.1175,4.3600,2.5498,,,,6.3472,3,40320,True,
common_voice_en_22771349-common_voice_en_22771352,The Union urgently needed new revenue.,11.0284,3.2000,3.4463,,,,5.9590,3,40320,True,
common_voice_en_22776566-common_voice_en_22776570,It would be four years before the project's operations were ,11.0183,4.1200,2.6743,,,,5.5086,3,40320,True,
common_voice_en_22777850-common_voice_en_22777852,"These latter, after being released into the plasma, can be e",14.5807,7.2800,2.0028,,,,5.1003,4,40320,True,
common_voice_en_22777850-common_voice_en_22777868,"He was known as ""Roaring Bill"".",5.5722,2.8000,1.9900,,,,4.5435,2,40320,True,
common_voice_en_22779827-common_voice_en_22779829,The tail is either very short or docked in the United States,10.4188,6.2000,1.6804,,,,4.1022,3,40320,True,
common_voice_en_22793454-common_voice_en_22793457,This strict selection process is partly why many judges do n,10.3990,5.7600,1.8053,,,,3.7176,3,40320,True,
common_voice_en_22793454-common_voice_en_22793458,"After this album was released, Steve Roach embarked on a sec",9.8119,5.4400,1.8036,,,,2.6976,3,40320,True,
common_voice_en_22810002-common_voice_en_22810003,After two or three months of trying he was forced to admit d,9.6039,4.4800,2.1437,,,,2.1695,3,40320,True,
common_voice_en_22810002-common_voice_en_22810004,"They killed four students and one teacher, and injured ten p",9.7773,4.8800,2.0035,,,,1.7783,3,40320,True,
common_voice_en_22839883-common_voice_en_22839889,"The evidence against Strafford was weak, and the impeachment",7.3366,6.2400,1.1757,,,,0.9435,3,40320,True,
common_voice_en_22925816-common_voice_en_22925815,"The ""smoking pipe"" shape was designed to increase the quanti",10.8754,4.6000,2.3641,,,,7.7631,3,40320,True,
common_voice_en_22925816-common_voice_en_22925817,The heart of the campus has a number of historic buildings.,10.6630,3.3200,3.2116,,,,7.2441,3,40320,True,
common_voice_en_22940721-common_voice_en_22940719,"Some transferred the conclusion to Ibsen, his translators an",10.9449,4.4000,2.4874,,,,6.8222,3,40320,True,
common_voice_en_22941073-common_voice_en_22941074,Institute studies all aspects of autism spectrum disorder.,10.8435,4.6000,2.3572,,,,6.3688,3,40320,True,
common_voice_en_22941073-common_voice_en_22941090,Persecution of Samaritans was common in the following centur,10.9361,4.2800,2.5551,,,,5.8968,3,40320,True,
common_voice_en_22972881-common_voice_en_22972879,Almost all major parties had a woman elected.,11.0019,3.6000,3.0560,,,,5.4411,3,40320,True,
common_voice_en_22972881-common_voice_en_22972884,We're too much the ideal bad examples.,11.0287,3.8400,2.8720,,,,5.1425,3,40320,True,
common_voice_en_23176027-common_voice_en_23176029,They then applied the defined solarisation curve to real tim,11.3416,5.4800,2.0696,,,,4.7023,3,40320,True,
common_voice_en_23252329-common_voice_en_23252333,Each peak is replaced by a trough and vice versa.,11.2928,3.6000,3.1368,,,,3.8951,3,40320,True,
common_voice_en_23252329-common_voice_en_23252335,It is the only original song on the soundtrack.,11.6799,3.8000,3.0736,,,,3.5304,3,40320,True,
common_voice_en_23305810-common_voice_en_23305815,Guerrero is a permanent resident of the United States.,11.9953,4.0000,2.9987,,,,3.0974,3,40320,True,
common_voice_en_2331-common_voice_en_2330,Her old man was Doc Mitchell.,12.4345,4.0000,3.1086,,,,2.7773,3,40320,True,
common_voice_en_2331-common_voice_en_2332,It isn't the money.,3.3598,2.4000,1.3998,,,,2.2128,2,40320,True,
common_voice_en_23316948-common_voice_en_23316944,Smith was a fellow of the British Academy.,3.3155,2.7200,1.2188,,,,1.8470,2,40320,True,
common_voice_en_23316948-common_voice_en_23316945,This receptiveness to risk signals is a powerful and virtual,11.5248,6.2000,1.8588,,,,1.2956,3,40320,True,
common_voice_en_23374825-common_voice_en_23374821,The cause of the collapse remains unknown.,2.7630,2.6800,1.0309,,,,0.9769,2,40320,True,
common_voice_en_23381412-common_voice_en_23381413,"After taking Israeli citizenship, the couple adopted Hebrew ",11.1050,7.6000,1.4611,,,,1.2435,4,40320,True,
common_voice_en_23381412-common_voice_en_23381414,"Chambliss served his time in a prison near Montgomery, Alaba",9.7585,4.4400,2.1978,,,,0.9220,3,40320,True,
common_voice_en_23589975-common_voice_en_23589976,"Finally, lumping groups of one's own pieces together is usua",9.7126,6.9600,1.3954,,,,0.8410,3,40320,True,
common_voice_en_23601048-common_voice_en_23601051,The region's climate and soils favored commodity agriculture,11.1660,6.1200,1.8244,,,,9.9555,3,40320,True,
common_voice_en_23606989-common_voice_en_23606990,Many reviewers complained of painful and frustrating physiol,11.1726,6.5600,1.7030,,,,9.6489,3,40320,True,
common_voice_en_23607947-common_voice_en_23607949,"There is an active market for its old, rare issues.",11.0967,3.8000,2.9201,,,,8.9451,3,40320,True,
common_voice_en_23618179-common_voice_en_23618177,The groupings listed here are from the New Zealand Society.,11.6885,4.5200,2.5859,,,,8.5931,3,40320,True,
common_voice_en_23618179-common_voice_en_23618180,"With the movie unfinished, the album was instead promoted in",11.4342,5.7600,1.9850,,,,8.0285,3,40320,True,
common_voice_en_23621347-common_voice_en_23621349,According to Catholic missionaries George remained until his,65.0081,58.2000,1.1169,,,,7.5075,16,40320,True,
common_voice_en_23639587-common_voice_en_23639589,It produces clusters of clear pink double blossoms.,11.4195,4.3200,2.6433,,,,7.1816,3,40320,True,
common_voice_en_23640041-common_voice_en_23640040,Auxiliary bishops are titular bishops of sees that no longer,10.9885,4.5600,2.4097,,,,6.4284,3,40320,True,
common_voice_en_23640041-common_voice_en_23640043,"There stood the apparatus, the experiments arranged and wait",10.7566,5.9200,1.8169,,,,5.6701,3,40320,True,
common_voice_en_23650405-common_voice_en_23650404,"Unlike the sedans, the convertibles were assembled in Mexico",10.3048,3.8400,2.6835,,,,4.9182,3,40320,True,
common_voice_en_23650405-common_voice_en_23650406,Discussion groups and public meetings were also begun early ,10.0413,4.2800,2.3460,,,,4.1699,3,40320,True,
common_voice_en_23699312-common_voice_en_23699314,Construction requires study and observation.,9.6402,3.2400,2.9753,,,,3.4106,3,40320,True,
common_voice_en_23700044-common_voice_en_23700043,Jean tells Marie his father died the night she left without ,9.5173,4.6400,2.0511,,,,2.8382,3,40320,True,
common_voice_en_23700044-common_voice_en_23700045,Staffing a response is always full of problems in a civil de,8.9732,5.7200,1.5687,,,,1.8412,3,40320,True,
common_voice_en_23718813-common_voice_en_23718811,The film was not a success at the box office.,9.1297,3.6000,2.5359,,,,1.3250,3,40320,True,
common_voice_en_23718813-common_voice_en_23718814,The silty bottom of the gulf also contributes to the high tu,8.9285,4.4000,2.0291,,,,1.0519,3,40320,True,
common_voice_en_23726733-common_voice_en_23726734,"She was also a ""full partner"" in his espionage.",7.6560,4.2800,1.7887,,,,1.4143,3,40320,True,
common_voice_en_23728823-common_voice_en_23728826,Only the last two seasons were in rotation on both channels ,7.6585,5.0800,1.5075,,,,1.1012,3,40320,True,
common_voice_en_23728823-common_voice_en_23728827,Some large firms or specialized jobs require a master's degr,7.5916,4.4800,1.6945,,,,0.7079,3,40320,True,
common_voice_en_23729047-common_voice_en_23729050,"It may be the origin of the English verb ""irk"".",9.5192,3.7200,2.5588,,,,7.7363,3,40320,True,
common_voice_en_23729047-common_voice_en_23729051,Anubis plans to destroy Abydos but Daniel appears and demand,10.3564,6.5600,1.5786,,,,7.4260,3,40320,True,
common_voice_en_23733663-common_voice_en_23733664,It has many exotic plants.,8.0659,2.1200,3.8045,,,,6.5930,2,40320,True,
common_voice_en_23733663-common_voice_en_23733666,"It was a mighty risk, but against it was an absolute black c",9.6476,5.4400,1.7734,,,,6.2706,3,40320,True,
common_voice_en_23750957-common_voice_en_23750960,A rough correspondence between the awards of the two systems,9.7365,4.8000,2.0284,,,,5.7442,3,40320,True,
common_voice_en_23750957-common_voice_en_23774578,"In Mexico the term ""onza"" refers to more than one species.",9.8940,4.1200,2.4014,,,,5.4441,3,40320,True,
common_voice_en_23763831-common_voice_en_23763836,While at Cambridge he also gained experience in using the te,9.8268,4.2400,2.3176,,,,4.9594,3,40320,True,
common_voice_en_23763831-common_voice_en_23763838,The forehead and throat are black; the back of the head is g,9.8242,3.8800,2.5319,,,,4.6016,3,40320,True,
common_voice_en_23771355-common_voice_en_23771359,"He continued to travel and write, supporting himself by flyi",14.3840,7.6800,1.8729,,,,4.1521,4,40320,True,
common_voice_en_23786332-common_voice_en_23786333,"The other type of stories includes historical accounts and """,9.6376,5.8000,1.6616,,,,3.6988,3,40320,True,
common_voice_en_23804758-common_voice_en_23804761,"Later, he expelled the Jews of Strassburg after a community ",9.3814,4.9600,1.8913,,,,3.0261,3,40320,True,
common_voice_en_23804758-common_voice_en_23804770,His sentence was suspended when he joined the commandos.,9.6314,4.1200,2.3376,,,,2.7189,3,40320,True,
common_voice_en_23809069-common_voice_en_23809073,"Also that year, he collaborated with Evan Dando on a new Lem",9.2482,5.3200,1.7383,,,,1.9672,3,40320,True,
common_voice_en_23809069-common_voice_en_23809074,"The ""Review"" somehow limped on, buoyed up by a narrow but de",9.3502,6.3200,1.4794,,,,1.6515,3,40320,True,
common_voice_en_23815833-common_voice_en_23815835,"However, the music from the former anthem was retained.",9.2717,5.5600,1.6675,,,,1.3282,3,40320,True,
common_voice_en_23843606-common_voice_en_23843609,"She is married to musician Beck, another Scientologist.",7.7575,5.0000,1.5514,,,,0.9245,3,40320,True,
common_voice_en_23851540-common_voice_en_23851542,The extension is dependent on some club options and performa,7.9446,4.3600,1.8221,,,,0.8585,3,40320,True,
common_voice_en_23954802-common_voice_en_23954801,"The first chapter was published in the ""New York Times"" and ",10.0621,5.8400,1.7229,,,,8.4791,3,40320,True,
common_voice_en_23962172-common_voice_en_23962173,"He was educated at Queens' College, Cambridge where he read ",10.5710,4.4000,2.4024,,,,8.0326,3,40320,True,
common_voice_en_23963776-common_voice_en_23963775,The screenplay was written by Howard Barker.,10.2990,3.2000,3.2183,,,,7.4172,3,40320,True,
common_voice_en_23963776-common_voice_en_23963795,The city is the county seat of Spencer County.,10.4253,3.4400,3.0305,,,,6.9597,3,40320,True,
common_voice_en_23976710-common_voice_en_23976707,"The style of ""The Seven Valleys"" is highly poetic, though no",10.3473,5.4000,1.9161,,,,6.5421,3,40320,True,
common_voice_en_23976710-common_voice_en_23976708,It is commonly used as a pejorative term for ethnic Ukrainia,10.5360,4.2400,2.4848,,,,6.1863,3,40320,True,
common_voice_en_23982302-common_voice_en_23982305,Two theories abound to the origin of the name.,10.1232,4.4800,2.2596,,,,5.4709,3,40320,True,
common_voice_en_23998981-common_voice_en_23998980,"However, there were no widespread reforms of the common law.",10.1979,4.3600,2.3389,,,,5.0545,3,40320,True,
common_voice_en_23998981-common_voice_en_23998983,One example still exists.,5.7505,2.1600,2.6621,,,,4.4974,2,40320,True,
common_voice_en_24009789-common_voice_en_24009790,Justin has the plane drop him off at the place where Tessa d,9.5809,3.7200,2.5754,,,,4.1289,3,40320,True,
common_voice_en_24009789-common_voice_en_24009791,"He was quite active in management, though his ideas were not",9.7342,4.6800,2.0799,,,,3.7114,3,40320,True,
common_voice_en_24015114-common_voice_en_24015142,Each point has a financial value that is based on each quart,9.5921,5.6800,1.6887,,,,3.2288,3,40320,True,
common_voice_en_24015114-common_voice_en_24015144,The term 'orthorexia' only applies when an eating disorder d,8.9747,5.3200,1.6869,,,,2.1815,3,40320,True,
common_voice_en_24015547-common_voice_en_24015544,He is a good player and deserves a chance at this level.,8.8424,4.2400,2.0854,,,,1.6848,3,40320,True,
common_voice_en_24015547-common_voice_en_24015546,Her mother has died as has her older brother Ernest.,8.8134,4.8400,1.8209,,,,1.1793,3,40320,True,
common_voice_en_24356884-common_voice_en_24356917,"However, a player may purchase as many contestants as they d",7.5047,5.0400,1.4889,,,,0.8181,3,40320,True,
common_voice_en_24356884-common_voice_en_24356920,Services rendered to the Union by Marines under Harris were ,7.7096,4.8000,1.6061,,,,0.7231,3,40320,True,
common_voice_en_24423943-common_voice_en_24423942,The schools are composed of departments and teaching section,9.3278,3.8000,2.4546,,,,8.0176,3,40320,True,
common_voice_en_24423943-common_voice_en_24423945,"It features three unique paths to select, influencing story ",9.3830,6.6800,1.4045,,,,7.6743,3,40320,True,
common_voice_en_24504889-common_voice_en_24504891,"For the full history, see List of Southern Conference men's ",9.9338,5.6800,1.7488,,,,7.0905,3,40320,True,
common_voice_en_24504889-common_voice_en_24504894,It is so named because it was designed and implemented at Da,9.9457,5.4400,1.8282,,,,6.7508,3,40320,True,
common_voice_en_24518104-common_voice_en_24518109,"After the war, he ran his own barber's shop.",9.9884,3.5200,2.8375,,,,6.2064,3,40320,True,
common_voice_en_24518104-common_voice_en_24518111,The absence of 'a' waves may be seen in atrial fibrillation.,10.0547,4.7200,2.1301,,,,5.9028,3,40320,True,
common_voice_en_24523505-common_voice_en_24523504,"This type of mount is used in Transit telescopes, designed f",16.3309,7.2800,2.2432,,,,5.4117,4,40320,True,
common_voice_en_24523505-common_voice_en_24523506,"The beam was bent down, perpendicular to the magnetic field.",10.1068,4.8400,2.0881,,,,5.1029,3,40320,True,
common_voice_en_24567654-common_voice_en_24567652,"For citizens of rural India, hypergamy is an opportunity to ",9.9194,4.9600,1.9998,,,,4.5341,3,40320,True,
common_voice_en_24567654-common_voice_en_24567661,To this Smith called for removal of the Papago people.,10.0289,3.2800,3.0575,,,,4.1936,3,40320,True,
common_voice_en_24605843-common_voice_en_24605841,He went on to lose the general election to Hefner.,9.9714,3.4800,2.8653,,,,3.7638,3,40320,True,
common_voice_en_24605843-common_voice_en_24605845,His parents were the comedy double act Callan and Emery.,10.1117,4.0800,2.4783,,,,3.3997,3,40320,True,
common_voice_en_24681934-common_voice_en_24681933,This applies more as the network density increases.,10.0050,4.0400,2.4764,,,,2.9232,3,40320,True,
common_voice_en_24681934-common_voice_en_24681937,The airport's Abingdon Plantation historical site is near th,9.4590,5.5200,1.7135,,,,1.8002,3,40320,True,
common_voice_en_24814747-common_voice_en_24814749,"Ross also wrote a novelization of the theatrical film ""House",9.3114,5.6400,1.6509,,,,1.2676,3,40320,True,
common_voice_en_24819370-common_voice_en_24819368,"It was also ranked the ""Worst Performing Vehicle"".",7.5448,5.2000,1.4508,,,,1.0073,3,40320,True,
common_voice_en_24837486-common_voice_en_24837489,"The concept of the piece was to ""make an orchestra speak"".",7.4796,3.8400,1.9477,,,,0.8741,3,40320,True,
common_voice_en_24912752-common_voice_en_24912751,"For this particular purpose, we choose the virtual force sys",12.9661,5.0400,2.5726,,,,10.9051,3,40320,True,
common_voice_en_24912752-common_voice_en_24913161,These drawings are usually outline drawings that are quite e,12.9824,6.4000,2.0284,,,,10.5543,3,40320,True,
common_voice_en_24985801-common_voice_en_24985800,Zee has continued to perform with New Order on all their suc,13.1435,5.3600,2.4521,,,,9.9672,3,40320,True,
common_voice_en_24985801-common_voice_en_24985802,"Errors from the model and adding accumulate, which eventuall",13.1472,6.0400,2.1766,,,,9.5980,3,40320,True,
common_voice_en_24988318-common_voice_en_24988314,The Canton consists of a mayor and five council members.,12.7731,3.6000,3.5480,,,,8.7474,3,40320,True,
common_voice_en_24988318-common_voice_en_24988361,It had a lower rate of fire and was used as a siege engine.,12.7576,3.6000,3.5437,,,,8.3638,3,40320,True,
common_voice_en_24989570-common_voice_en_24989571,"However, this time it was directly headed by the Russian amb",12.9974,4.6400,2.8011,,,,7.9139,3,40320,True,
common_voice_en_24989570-common_voice_en_24989573,It was a major player in the introduction of the Meiji Resto,13.1428,4.7200,2.7844,,,,7.5415,3,40320,True,
common_voice_en_25014861-common_voice_en_25014862,Changes to diet and nutritional supplements may help some pa,13.0150,4.0400,3.2215,,,,7.0369,3,40320,True,
common_voice_en_25014861-common_voice_en_25014863,More visible enforcement of traffic regulations on motorists,13.3556,6.4000,2.0867,,,,6.6671,3,40320,True,
common_voice_en_25024571-common_voice_en_25024570,The regiment fought successfully against the Cherokees.,13.2448,3.5200,3.7626,,,,6.0900,3,40320,True,
common_voice_en_25024571-common_voice_en_25024574,"Some of these include the sambar, wild boar, South China rab",13.2315,5.2800,2.5059,,,,5.7050,3,40320,True,
common_voice_en_25035745-common_voice_en_25035744,"It will be the jolliest piece I have ever done, especially t",14.7376,7.2800,2.0243,,,,4.8980,4,40320,True,
common_voice_en_25035745-common_voice_en_25035747,She was a co-sponsor of the Employee Free Choice Act.,82.6905,75.4800,1.0955,,,,4.5649,21,40320,True,
common_voice_en_25127181-common_voice_en_25127184,The style changes very quickly when executed.,11.1279,3.4400,3.2348,,,,2.8337,3,40320,True,
common_voice_en_25186585-common_voice_en_25186583,The elevator shaft opens to a destroyed Victorian house in a,7.4261,5.2800,1.4064,,,,0.8468,3,40320,True,
common_voice_en_25186585-common_voice_en_25186586,"They also have souls, and the need to be loved and protected",10.9854,4.1600,2.6406,,,,9.7200,3,40320,True,
common_voice_en_25190404-common_voice_en_25190406,"The family seat was Westport House, near Westport, County Ma",10.7407,5.9600,1.8021,,,,8.9718,3,40320,True,
common_voice_en_25190404-common_voice_en_25190411,He has also authored a number of books on the subject.,11.4598,4.0400,2.8365,,,,8.5981,3,40320,True,
common_voice_en_25200065-common_voice_en_25200064,The South wing is an outdoor pavilion overlooking the lower ,11.2913,4.8800,2.3137,,,,8.1201,3,40320,True,
common_voice_en_25204047-common_voice_en_25204042,Lake Whitney is also part of the Texas Lakes Trail Region of,11.4789,5.6400,2.0352,,,,7.7558,3,40320,True,
common_voice_en_25204047-common_voice_en_25204043,Below the Premier Division lies the Senior A Division and Se,11.1229,5.3600,2.0751,,,,7.0662,3,40320,True,
common_voice_en_25216968-common_voice_en_25216966,South Korea plans national digital currency using a Blockcha,11.1211,4.5600,2.4387,,,,6.5485,3,40320,True,
common_voice_en_25257658-common_voice_en_25257662,Singling out alcohol impairment for extra punishment isn't a,11.0864,6.1200,1.8114,,,,6.1716,3,40320,True,
common_voice_en_25257658-common_voice_en_25257664,It is going to be shut down within the next few weeks.,10.8717,4.3600,2.4934,,,,5.4612,3,40320,True,
common_voice_en_25271639-common_voice_en_25271640,The important agricultural products are wheat and corn.,10.7373,3.6000,2.9825,,,,4.9949,3,40320,True,
common_voice_en_25271639-common_voice_en_25271686,The church contains a large number of items that are registe,10.8894,4.8000,2.2685,,,,4.6240,3,40320,True,
common_voice_en_25282242-common_voice_en_25282245,She was very much interested in the arts and she cultivated ,10.5025,4.1200,2.5491,,,,3.8558,3,40320,True,
common_voice_en_25313898-common_voice_en_25313899,"Suddenly, Franzen was breaking Big Brother's house rules, no",10.0943,6.9200,1.4586,,,,2.6679,3,40320,True,
common_voice_en_25313898-common_voice_en_25313900,"As such, symbols and customs of Mexico grew up in New Mexico",10.1863,4.9600,2.0536,,,,2.3109,3,40320,True,
common_voice_en_25319086-common_voice_en_25319084,Urban neglect has been followed by private housing on former,9.5705,5.6000,1.7089,,,,1.2008,3,40320,True,
common_voice_en_25319086-common_voice_en_25319087,"On his return to England, he became a successful portrait pa",8.0238,4.2000,1.9103,,,,0.8914,3,40320,True,
common_voice_en_25346256-common_voice_en_25346259,"They are often in dual or quadruple mounts, allowing a high ",7.9965,6.2800,1.2733,,,,0.8554,3,40320,True,
common_voice_en_25347734-common_voice_en_25347732,"Before it was stopped, Vancouver's Hogan's Alley neighbourho",9.9123,5.0000,1.9824,,,,8.0344,3,40320,True,
common_voice_en_25347734-common_voice_en_25347736,"He relocated to Bentonville, Arkansas, where he worked for W",10.6075,5.9200,1.7917,,,,7.7249,3,40320,True,
common_voice_en_25428174-common_voice_en_25428168,They are members of the Stephen Wise Free Synagogue in New Y,10.3804,4.2400,2.4481,,,,7.1690,3,40320,True,
common_voice_en_25428174-common_voice_en_25428180,The mixture of public and private funding have created compl,10.6826,5.4800,1.9493,,,,6.8353,3,40320,True,
common_voice_en_25563964-common_voice_en_25563960,In more modern times there has been a thriving musical scene,10.4847,4.2800,2.4496,,,,6.3193,3,40320,True,
common_voice_en_25563964-common_voice_en_25564015,"Moreover, a few deities are not easily classifiable under th",10.6797,5.1600,2.0696,,,,5.9771,3,40320,True,
common_voice_en_25568854-common_voice_en_25568851,"To communicate over the longest distances, hams use moon bou",10.5217,4.7200,2.2291,,,,5.4817,3,40320,True,
common_voice_en_25568854-common_voice_en_25568855,These are two of only three known formations to have dinosau,10.6005,5.6000,1.8929,,,,5.1499,3,40320,True,
common_voice_en_25572984-common_voice_en_25572982,"This was the same ratings received as the previous episode, ",10.5271,5.8400,1.8025,,,,4.6259,3,40320,True,
common_voice_en_25626822-common_voice_en_25626825,Babele is one of the most popular tourist destinations in th,13.9777,8.8400,1.5811,,,,4.2448,4,40320,True,
common_voice_en_25662916-common_voice_en_25662913,It has a rich history in gold mining.,4.7914,2.5200,1.9013,,,,3.4651,2,40320,True,
common_voice_en_25662916-common_voice_en_25663069,"Many American television shows, usually medical dramas, take",9.8321,5.2800,1.8621,,,,3.0172,3,40320,True,
common_voice_en_25693607-common_voice_en_25693608,This principle is a restriction but also is a guide in formu,12.6607,8.2800,1.5290,,,,2.5229,4,40320,True,
common_voice_en_25693607-common_voice_en_25693609,An example of this is Virginia's personal property tax.,8.7906,4.7600,1.8467,,,,1.6097,3,40320,True,
common_voice_en_25694807-common_voice_en_25694816,"He was also chairman of the Victoria League, Kent.",8.8781,4.6400,1.9133,,,,1.1335,3,40320,True,
common_voice_en_25694807-common_voice_en_25694818,It is today known that his opponents usually used forgery to,7.5392,6.3600,1.1853,,,,0.8699,3,40320,True,
common_voice_en_25710838-common_voice_en_25710836,The second religion is known as Taoism or the Primitive reli,7.3121,5.7600,1.2694,,,,0.7646,3,40320,True,
common_voice_en_25745884-common_voice_en_25745889,"She knocks on Ben's door, unaware that he's at the block par",10.3448,5.4000,1.9156,,,,8.3441,3,40320,True,
common_voice_en_25748530-common_voice_en_25748532,It took the efforts of an officer in Napoleon's army to chan,10.8933,5.0000,2.1786,,,,8.0154,3,40320,True,
common_voice_en_25821292-common_voice_en_25821294,"In the final reunion film, Bionic Ever After?",10.5616,4.7200,2.2375,,,,7.3794,3,40320,True,
common_voice_en_25821292-common_voice_en_25821295,There was a growing need for financial support and organizat,10.8698,5.7600,1.8870,,,,7.0613,3,40320,True,
common_voice_en_2586258-common_voice_en_2586259,You can create bookmarks in you web browser to make browsing,10.8132,4.8000,2.2527,,,,6.5242,3,40320,True,
common_voice_en_2586258-common_voice_en_2586260,"Oh, what are you going to when he arrives?",7.2741,2.9200,2.4910,,,,6.1868,2,40320,True,
common_voice_en_25879467-common_voice_en_25879468,It was gone; all was dark.,7.1486,3.0400,2.3514,,,,5.7762,2,40320,True,
common_voice_en_25879467-common_voice_en_25879469,He held a post at Columbia University in the Faculty of Soci,9.9940,6.1600,1.6223,,,,5.3256,3,40320,True,
common_voice_en_25880669-common_voice_en_25880691,Amnesty International and some religions oppose capital puni,9.5661,6.4400,1.4854,,,,4.4106,3,40320,True,
common_voice_en_25896925-common_voice_en_25896927,He lived with a skinny dog for five years.,9.5344,3.2000,2.9794,,,,4.0460,3,40320,True,
common_voice_en_25896925-common_voice_en_26641098,"Modi only attended Hindu religious ceremonies, and had promi",13.6883,7.6400,1.7916,,,,3.4823,4,40320,True,
common_voice_en_26031217-common_voice_en_26031215,It was an important source of slaves at that time.,8.6229,3.2800,2.6288,,,,2.3629,3,40320,True,
common_voice_en_26031217-common_voice_en_26031218,"To have a reed in the spine, what a makeshift source!",8.6380,4.1600,2.0764,,,,2.0399,3,40320,True,
common_voice_en_26319796-common_voice_en_26319797,Bronchitis is far from being an uncommon disease of infants.,8.8128,3.6400,2.4210,,,,1.4964,3,40320,True,
common_voice_en_26324572-common_voice_en_26324575,All information in the chart must be placed in order by the ,8.8898,4.1600,2.1369,,,,1.0902,3,40320,True,
common_voice_en_26453369-common_voice_en_26453364,"Harris was born and raised near Denver, Colorado.",8.2196,3.4400,2.3893,,,,1.3197,3,40320,True,
common_voice_en_26554168-common_voice_en_26554170,"The tetrahydrate can exist in two structures, or polymorphs.",8.2642,5.2400,1.5771,,,,1.0346,3,40320,True,
common_voice_en_26554168-common_voice_en_26554171,"It also appeared in the movie ""Orphan Train"".",6.5266,3.0800,2.1189,,,,0.6436,2,40320,True,
common_voice_en_26645969-common_voice_en_26645970,This theory is called the endosymbiotic theory.,10.6771,4.2000,2.5421,,,,8.5204,3,40320,True,
common_voice_en_26933529-common_voice_en_26933531,There is also a genetic test that can be done for this disor,10.6826,4.8400,2.2071,,,,8.2170,3,40320,True,
common_voice_en_26933529-common_voice_en_26933532,"If this results in a further line of three, this line also d",10.6923,4.8800,2.1910,,,,7.5907,3,40320,True,
common_voice_en_26952530-common_voice_en_26952588,Critics have taken Roney to task for sounding too similar to,10.6917,4.2000,2.5456,,,,7.1103,3,40320,True,
common_voice_en_26952530-common_voice_en_26952634,He appeared in numerous episodes and was usually comic foil ,10.6601,4.6000,2.3173,,,,6.7302,3,40320,True,
common_voice_en_26953128-common_voice_en_26953126,Nine disciplines have been authorized to grant master's degr,10.6387,4.4800,2.3747,,,,6.2431,3,40320,True,
common_voice_en_26953128-common_voice_en_26953130,"Born in Virginia, Roane pursued in preparatory studies as a ",10.6330,5.4000,1.9690,,,,5.9087,3,40320,True,
common_voice_en_27015814-common_voice_en_27015815,The people listed below have featured on Gabonese stamps sin,10.3667,5.1200,2.0247,,,,5.1370,3,40320,True,
common_voice_en_27099623-common_voice_en_27099624,"Dempsey became a household name, and he dated and married Ho",10.5316,6.8400,1.5396,,,,4.7989,3,40320,True,
